security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACI,Consumer Staples,Consumer Products - Staples,0.55,,,,434,25__1,25,1.0,19758.5,37584.0,100000.0,310000.0,310000.0,310000.0,310000.0
ADM,Consumer Staples,Agriculture - Operations,0.55,,,,324,25__1,25,1.0,10993.5,16550.55,80090.66,363794.51,425179.45,431317.95,431931.79
AGRO,Consumer Staples,Agriculture - Operations,0.55,,,,7,10__0,10,0.0,11880.0,17400.0,21816.0,22809.6,22908.96,22918.9,22919.89
AVO,Consumer Staples,Agriculture - Operations,0.55,,,,2,5__0,5,0.0,7125.0,7312.5,7462.5,7496.25,7499.63,7499.96,7500.0
BGS,Consumer Staples,Food - Miscellaneous,0.55,10430.0,7. p90_trade_value,2.0,12,10__0,10,0.0,10021.0,11118.5,11791.7,11943.17,11958.32,11959.83,11959.98
BJ,Consumer Staples,Consumer Products - Staples,0.55,,,,643,30__0,30,0.0,11434.0,16360.0,67067.0,213516.44,302601.64,311510.16,312401.02
BRBR,Consumer Staples,Food - Miscellaneous,0.55,,,,14,10__2,10,2.0,23125.0,70010.0,136882.0,151928.2,153432.82,153583.28,153598.33
BRFS,Consumer Staples,Food - Miscellaneous,0.55,,,,1,0__0,0,0.0,4920.0,4920.0,4920.0,4920.0,4920.0,4920.0,4920.0
BTI,Consumer Staples,Tobacco,0.55,7564.999999999999,8. p75_trade_value,87.0,346,25__1,25,1.0,11250.0,14712.5,34405.0,133455.0,146185.5,147458.55,147585.86
BUD,Consumer Staples,Beverages - Alcohol,0.55,165000.00000000003,1. p999999_trade_value,1.0,286,25__1,25,1.0,17450.0,28995.0,79050.0,152175.0,163717.5,164871.75,164987.17
BYND,Consumer Staples,Food - Meat Products,0.55,,,,473,25__1,25,1.0,13549.0,21120.0,98466.48,156695.2,174069.52,175806.95,175980.7
CAG,Consumer Staples,Food - Miscellaneous,0.55,8710.0,8. p75_trade_value,34.0,133,20__0,20,0.0,16304.0,22800.0,37500.0,48350.0,49835.0,49983.5,49998.35
CCEP,Consumer Staples,Beverages - Soft drinks,0.55,,,,69,20__0,20,0.0,12094.0,13843.0,77603.2,162906.82,171437.18,172290.22,172375.52
CDZI,Consumer Staples,Agriculture - Operations,0.55,,,,4,5__0,5,0.0,6748.2,7124.1,7424.82,7492.48,7499.25,7499.92,7499.99
CELH,Consumer Staples,Food - Miscellaneous,0.55,900000.0,1. p999999_trade_value,1.0,11334,40__1,40,1.0,14498.5,21950.25,59612.82,271507.83,542614.68,860107.84,896010.78
CHD,Consumer Staples,Consumer Products - Staples,0.55,,,,186,25__1,25,1.0,19575.0,34400.0,162505.75,255444.42,264584.44,265498.44,265589.84
CHEF,Consumer Staples,Food - Miscellaneous,0.55,38750.0,7. p90_trade_value,2.0,19,15__0,15,0.0,37750.0,40633.5,54194.7,57245.97,57551.1,57581.61,57584.66
CL,Consumer Staples,Consumer Products - Staples,0.55,877710.0,1. p999999_trade_value,1.0,694,30__0,30,0.0,13615.0,17535.0,51342.65,535070.01,843446.0,874283.6,877367.36
CLX,Consumer Staples,Consumer Products - Staples,0.55,,,,766,30__0,30,0.0,22325.0,35105.0,145600.0,280875.0,298087.5,299808.75,299980.88
COCO,Consumer Staples,Beverages - Soft drinks,0.55,,,,6,10__0,10,0.0,12525.0,14137.5,15427.5,15717.75,15746.78,15749.68,15749.97
COTY,Consumer Staples,Cosmetics,0.55,12000.0,1. p999999_trade_value,1.0,7,10__0,10,0.0,8592.0,10296.0,11659.2,11965.92,11996.59,11999.66,11999.97
CPB,Consumer Staples,Food - Miscellaneous,0.55,,,,205,25__1,25,1.0,20420.0,40351.2,138898.88,278006.81,309108.28,312218.43,312529.44
CTVA,Consumer Staples,Agriculture - Operations,0.55,,,,100,20__0,20,0.0,15194.7,21378.0,52252.96,65525.3,66852.53,66985.25,66998.53
CVGW,Consumer Staples,Agriculture - Operations,0.55,,,,14,10__0,10,0.0,8267.5,9191.25,9438.25,9493.83,9499.38,9499.94,9499.99
DAR,Consumer Staples,Food - Miscellaneous,0.55,,,,165,20__0,20,0.0,14378.0,31320.8,62448.0,76163.2,77816.32,77981.63,77998.16
DEO,Consumer Staples,Beverages - Alcohol,0.55,,,,110,20__0,20,0.0,11500.0,15173.0,34503.3,46192.55,47369.25,47486.93,47498.69
DNUT,Consumer Staples,Consumer Products - Staples,0.55,11060.0,7. p90_trade_value,2.0,13,10__0,10,0.0,10608.0,33082.0,59508.4,65454.34,66048.93,66108.39,66114.34
DOLE,Consumer Staples,Agriculture - Operations,0.55,,,,1,0__0,0,0.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0,3840.0
EL,Consumer Staples,Cosmetics,0.55,358920.0,4. p999_trade_value,4.0,3112,35__4,35,4.0,15491.0,27143.45,126000.0,356597.88,1068783.0,1200378.3,1213537.83
ELF,Consumer Staples,Cosmetics,0.55,,,,9466,40__0,40,0.0,14700.0,21500.0,53497.5,847680.0,2284289.0,6078428.9,6457842.89
EWCZ,Consumer Staples,Cosmetics,0.55,60000.0,1. p999999_trade_value,1.0,10,10__0,10,0.0,38400.0,49200.0,57840.0,59784.0,59978.4,59997.84,59999.78
