security,sector,industry,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,trade_value_category,max_trade_value,min_trade_value,itm_total,total,itm_pct,itm_threshold,ab,itm_running_total,running_total,itm_running_pct
BTU,Oils-Energy,Coal,30__2,30,2,2.0,1. p999999_trade_value,495000.0,495000.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
BTU,Oils-Energy,Coal,30__2,30,2,2.0,5. p99_trade_value,159500.0,80000.0,2.0,5.0,0.4,0.55,2. BELOW BASELINE,3.0,6.0,0.5
BTU,Oils-Energy,Coal,30__2,30,2,2.0,6. p95_trade_value,60640.0,29400.0,12.0,23.0,0.5217391304347826,0.55,2. BELOW BASELINE,15.0,29.0,0.5172413793103449
BTU,Oils-Energy,Coal,30__2,30,2,2.0,7. p90_trade_value,29172.000000000004,17673.0,22.0,31.0,0.7096774193548387,0.55,2. BELOW BASELINE,37.0,60.0,0.6166666666666667
BTU,Oils-Energy,Coal,30__2,30,2,2.0,8. p75_trade_value,17630.0,8216.0,47.0,84.0,0.5595238095238095,0.55,2. BELOW BASELINE,84.0,144.0,0.5833333333333334
CNR,Oils-Energy,Coal,20__0,20,2,0.0,1. p999999_trade_value,105000.0,105000.0,0.0,1.0,0.0,0.55,2. BELOW BASELINE,0.0,1.0,0.0
CNR,Oils-Energy,Coal,20__0,20,2,0.0,6. p95_trade_value,103500.0,68000.0,2.0,3.0,0.6666666666666666,0.55,2. BELOW BASELINE,2.0,4.0,0.5
CNR,Oils-Energy,Coal,20__0,20,2,0.0,7. p90_trade_value,49980.0,26250.0,2.0,3.0,0.6666666666666666,0.55,2. BELOW BASELINE,4.0,7.0,0.5714285714285714
CNR,Oils-Energy,Coal,20__0,20,2,0.0,8. p75_trade_value,19625.0,6500.0,8.0,10.0,0.8,0.55,2. BELOW BASELINE,12.0,17.0,0.7058823529411765
HCC,Oils-Energy,Coal,20__0,20,2,0.0,1. p999999_trade_value,169980.0,169980.0,1.0,1.0,1.0,0.55,1. ABOVE BASELINE,1.0,1.0,1.0
HCC,Oils-Energy,Coal,20__0,20,2,0.0,6. p95_trade_value,74800.0,59500.0,0.0,3.0,0.0,0.55,2. BELOW BASELINE,1.0,4.0,0.25
HCC,Oils-Energy,Coal,20__0,20,2,0.0,7. p90_trade_value,56100.0,18000.0,1.0,3.0,0.3333333333333333,0.55,2. BELOW BASELINE,2.0,7.0,0.2857142857142857
HCC,Oils-Energy,Coal,20__0,20,2,0.0,8. p75_trade_value,15810.0,9401.0,4.0,9.0,0.4444444444444444,0.55,2. BELOW BASELINE,6.0,16.0,0.375
