security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ABM,Business Services,Business - Services,0.55,,,,17,10__3,10,3.0,14300.0,44000.0,120800.0,138080.0,139808.0,139980.8,139998.08
ADTN,Business Services,Technology Services,0.55,,,,14,10__0,10,0.0,11319.0,13126.75,13909.35,14085.44,14103.04,14104.8,14104.98
AIRS,Business Services,Technology Services,0.55,10500.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0
AISP,Business Services,Technology Services,0.55,,,,92,20__0,20,0.0,8777.5,11496.75,19439.7,21347.97,21538.8,21557.88,21559.79
ALLT,Business Services,Technology Services,0.55,10050.0,8. p75_trade_value,5.0,19,15__0,15,0.0,10849.2,11321.4,13304.28,13750.43,13795.04,13799.5,13799.95
AMBR,Business Services,Technology Services,0.55,,,,1,0__0,0,0.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0
AMPL,Business Services,Technology Services,0.55,150000.0,1. p999999_trade_value,1.0,40,15__0,15,0.0,10771.0,14544.0,97350.0,144735.0,149473.5,149947.35,149994.73
AMPX,Business Services,Technology Services,0.55,16410.0,1. p999999_trade_value,1.0,44,15__0,15,0.0,9061.5,10152.0,13868.7,16155.87,16384.59,16407.46,16409.75
APG,Business Services,Business - Services,0.55,3960.0,8. p75_trade_value,8.0,29,15__0,15,0.0,4508.4,4776.0,6412.0,6941.2,6994.12,6999.41,6999.94
API,Business Services,Technology Services,0.55,,,,16,10__0,10,0.0,7517.5,8776.25,11755.25,12425.52,12492.55,12499.26,12499.93
APP,Business Services,Technology Services,0.55,94000.0,5. p99_trade_value,1111.0,110905,50__2,50,2.0,20250.0,32500.0,94000.0,392003.36,2144249.68,5101967.61,5501520.75
ARBE,Business Services,Technology Services,0.55,6937.0,8. p75_trade_value,33.0,129,20__0,20,0.0,9870.0,13254.0,18487.2,19397.6,19489.76,19498.98,19499.9
AREN,Business Services,Technology Services,0.55,,,,1,0__2,0,2.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
ARIS,Business Services,Waste Removal Services,0.55,3915.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,3853.5,3884.25,3908.85,3914.39,3914.94,3914.99,3915.0
ARMK,Business Services,Business - Services,0.55,30294.0,1. p999999_trade_value,1.0,36,15__0,15,0.0,11830.0,12856.5,24195.6,29684.16,30233.02,30287.9,30293.39
ASST,Business Services,Technology Services,0.55,,,,13,10__0,10,0.0,6124.0,8625.0,11325.0,11932.5,11993.25,11999.33,11999.93
AUR,Business Services,Technology Services,0.55,,,,601,30__2,30,2.0,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1
AYI,Business Services,Technology Services,0.55,,,,216,25__2,25,2.0,15960.0,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0
BAH,Business Services,Consulting Services,0.55,134000.0,5. p99_trade_value,8.0,743,30__2,30,2.0,15924.0,26952.0,130010.0,378965.16,465792.52,474475.25,475343.53
BCO,Business Services,Outsourcing,0.55,,,,46,15__0,15,0.0,7260.0,8675.0,10680.75,11274.07,11333.41,11339.34,11339.93
BFAM,Business Services,Business - Services,0.55,6400.0,8. p75_trade_value,11.0,38,15__0,15,0.0,6732.0,7073.0,7260.0,7260.0,7260.0,7260.0,7260.0
BITF,Business Services,Technology Services,0.55,20000.0,1. p999999_trade_value,1.0,86,20__0,20,0.0,11240.0,14597.5,18393.5,19839.35,19983.94,19998.39,19999.84
BKKT,Business Services,Technology Services,0.55,,,,16,10__0,10,0.0,9360.0,10515.0,12711.0,13205.1,13254.51,13259.45,13259.95
BKSY,Business Services,Technology Services,0.55,,,,175,20__0,20,0.0,17292.0,28248.5,76300.0,88871.24,90553.12,90721.31,90738.13
BLDE,Business Services,Technology Services,0.55,22714.999999999996,1. p999999_trade_value,1.0,15,10__0,10,0.0,10824.0,15242.5,21220.5,22565.55,22700.05,22713.51,22714.85
BTBT,Business Services,Technology Services,0.55,64750.0,1. p999999_trade_value,1.0,272,25__0,25,0.0,10250.0,14710.0,38899.95,62378.75,64512.87,64726.29,64747.63
BTCM,Business Services,Technology Services,0.55,3675.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0
BTDR,Business Services,Technology Services,0.55,10544.999999999998,8. p75_trade_value,424.0,1694,30__2,30,2.0,19614.0,30000.0,70208.52,194748.45,344330.09,358346.61,359748.26
BYRN,Business Services,Technology Services,0.55,,,,81,20__0,20,0.0,9600.0,12600.0,19390.0,33394.0,34794.4,34934.44,34948.44
CCRN,Business Services,Staffing Firms,0.55,,,,4,5__0,5,0.0,5025.0,5137.5,5227.5,5247.75,5249.78,5249.98,5250.0
CDLX,Business Services,Technology Services,0.55,11599.999999999998,7. p90_trade_value,2.0,14,10__0,10,0.0,10220.0,12265.0,13253.0,13475.3,13497.53,13499.75,13499.98
CIFR,Business Services,Technology Services,0.55,149990.0,5. p99_trade_value,6.0,548,25__0,25,0.0,14439.6,22246.0,111642.7,479275.0,565427.5,574042.75,574904.28
CLH,Business Services,Waste Removal Services,0.55,,,,143,20__0,20,0.0,9356.0,18312.0,69194.4,76633.2,77323.32,77392.33,77399.23
CMPO,Business Services,Financial Transaction Services,0.55,,,,42,15__0,15,0.0,14170.0,14342.9,291838.32,463883.83,481088.38,482808.84,482980.88
CNDT,Business Services,Outsourcing,0.55,,,,7,10__0,10,0.0,12485.0,12492.5,12498.5,12499.85,12499.98,12500.0,12500.0
CNXC,Business Services,Business - Services,0.55,,,,101,20__0,20,0.0,16850.0,21600.0,40320.0,50762.7,51806.97,51911.4,51921.84
COHR,Business Services,Technology Services,0.55,8988.000000000002,8. p75_trade_value,832.0,3327,35__2,35,2.0,19207.0,32000.0,128101.94,607882.28,1150357.5,1296285.75,1310878.57
COUR,Business Services,Technology Services,0.55,44865.0,1. p999999_trade_value,1.0,60,20__0,20,0.0,10800.1,15636.5,28908.45,43269.35,44705.43,44849.04,44863.4
CPAY,Business Services,Financial Transaction Services,0.55,,,,290,25__0,25,0.0,8696.5,10827.0,27035.0,119153.1,135305.31,136920.53,137082.05
CPRT,Business Services,Auction and Valuation Services,0.55,96425.0,5. p99_trade_value,2.0,196,25__0,25,0.0,12932.0,20980.0,82147.45,284452.88,325445.29,329544.53,329954.45
CRCT,Business Services,Technology Services,0.55,,,,2,5__0,5,0.0,4720.0,4760.0,4792.0,4799.2,4799.92,4799.99,4800.0
CRVL,Business Services,Business - Services,0.55,5500.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,5430.0,5465.0,5493.0,5499.3,5499.93,5499.99,5500.0
CTAS,Business Services,Business - Services,0.55,316260.0,1. p999999_trade_value,1.0,678,30__1,30,1.0,18768.0,30304.35,130999.2,305251.98,315159.2,316149.92,316248.99
CTLP,Business Services,Financial Transaction Services,0.55,,,,4,5__0,5,0.0,3866.5,3933.25,3986.65,3998.67,3999.87,3999.99,4000.0
CWST,Business Services,Waste Removal Services,0.55,,,,42,15__0,15,0.0,7097.5,8170.25,9836.0,9983.6,9998.36,9999.84,9999.98
CXAI,Business Services,Technology Services,0.55,,,,4,5__0,5,0.0,6790.0,7255.0,7627.0,7710.7,7719.07,7719.91,7719.99
CXM,Business Services,Technology Services,0.55,,,,6,10__0,10,0.0,9420.0,10710.0,11742.0,11974.2,11997.42,11999.74,11999.97
CXT,Business Services,Technology Services,0.55,3600.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
DAO,Business Services,Technology Services,0.55,,,,4,5__0,5,0.0,5303.0,5571.5,5786.3,5834.63,5839.46,5839.95,5839.99
DAVE,Business Services,Technology Services,0.55,,,,933,30__2,30,2.0,15480.0,29670.0,74400.0,198769.4,282271.94,290622.19,291457.22
DLHC,Business Services,Staffing Firms,0.55,,,,1,0__0,0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0
DLO,Business Services,Financial Transaction Services,0.55,,,,81,20__0,20,0.0,22000.0,27900.0,36000.0,39600.0,39960.0,39996.0,39999.6
DLX,Business Services,Business - Office Products,0.55,4148.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0,4148.0
DNB,Business Services,Business - Information Services,0.55,79820.0,1. p999999_trade_value,1.0,66,20__0,20,0.0,20836.5,26719.0,60437.0,77881.7,79626.17,79800.62,79818.06
