security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AIRS,Business Services,Technology Services,0.75,10500.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0,10500.0
AMBR,Business Services,Technology Services,0.75,,,,1,0__0,0,0.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0,20475.0
AREN,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
BTCM,Business Services,Technology Services,0.75,3675.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0,3675.0
CXT,Business Services,Technology Services,0.75,3600.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
FA,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
FRSX,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0
INGM,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0,5016.0
INSE,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0,3510.0
MAPS,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0,4980.0
MKTW,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0
MOGO,Business Services,Technology Services,0.75,,,,1,0__2,0,2.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
OCFT,Business Services,Technology Services,0.75,,,,1,0__0,0,0.0,14550.0,14550.0,14550.0,14550.0,14550.0,14550.0,14550.0
PRTH,Business Services,Technology Services,0.75,4000.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
RXT,Business Services,Technology Services,0.75,9500.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0
XPER,Business Services,Technology Services,0.75,,,,1,0__1,0,1.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0
