security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ARRY,Oils-Energy,Solar,0.55,,,,121,20__0,20,0.0,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92
CSIQ,Oils-Energy,Solar,0.55,38960.0,1. p999999_trade_value,1.0,251,25__0,25,0.0,10200.0,13685.0,22750.0,35220.0,38586.0,38922.6,38956.26
ENPH,Oils-Energy,Solar,0.55,442000.0,3. p9999_trade_value,2.0,11361,40__3,40,3.0,14000.0,21190.0,51930.0,226752.0,433279.68,737033.81,771063.88
FSLR,Oils-Energy,Solar,0.55,,,,32332,45__3,45,3.0,17395.0,29440.0,118489.75,966204.62,3699801.94,4400000.0,4400000.0
JKS,Oils-Energy,Solar,0.55,,,,327,25__0,25,0.0,14099.0,18879.0,47884.6,87616.95,93403.1,93981.71,94039.57
MAXN,Oils-Energy,Solar,0.55,,,,39,15__0,15,0.0,7000.0,7020.0,8812.0,9701.2,9790.12,9799.01,9799.9
NXT,Oils-Energy,Solar,0.55,,,,782,30__2,30,2.0,17290.5,27179.3,86886.5,304787.34,320152.73,321689.27,321842.93
RUN,Oils-Energy,Solar,0.55,,,,3683,35__1,35,1.0,17948.2,29566.1,150564.9,896712.1,2623980.56,3244980.06,3307080.01
SEDG,Oils-Energy,Solar,0.55,7482.000000000001,8. p75_trade_value,399.0,1594,30__2,30,2.0,11937.3,17597.4,32980.08,309653.16,671043.33,713875.83,718159.08
SHLS,Oils-Energy,Solar,0.55,5970.0,7. p90_trade_value,3.0,28,15__0,15,0.0,5641.0,7640.5,32945.36,41069.34,41881.73,41962.97,41971.1
