security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ADP,Computer and Technology,Internet - Software,0.55,,,,510,25__0,25,2,0.0,14264.1,20169.5,60088.44,155476.05,166747.61,167874.76,167987.48
ADSK,Computer and Technology,Internet - Software,0.55,,,,4163,35__0,35,2,0.0,13446.6,21223.5,51789.84,184574.91,344365.15,413381.52,420283.15
AKAM,Computer and Technology,Internet - Services,0.55,,,,1416,30__0,30,2,0.0,17067.5,25425.0,124251.0,884902.5,1170342.0,1202434.2,1205643.42
ALAB,Computer and Technology,Internet - Software,0.55,9000.0,8. p75_trade_value,2605.0,10318,40__1,40,2,1.0,17106.0,27000.0,104668.15,697633.33,1697660.0,3403977.0,3580397.7
ALIT,Computer and Technology,Internet - Software,0.55,7500.0,8. p75_trade_value,19.0,76,20__0,20,2,0.0,14875.0,26246.25,59375.0,118437.5,124343.75,124934.38,124993.44
ANET,Computer and Technology,Internet - Software,0.55,15660.0,7. p90_trade_value,1483.0,14820,40__3,40,2,3.0,15660.0,23275.0,60165.99,208622.67,507122.2,868567.04,920481.7
APPF,Computer and Technology,Internet - Software,0.55,648750.0,1. p999999_trade_value,1.0,106,20__3,20,2,3.0,11250.0,18325.0,205130.0,603038.25,644178.83,648292.88,648704.29
APPN,Computer and Technology,Internet - Software,0.55,,,,65,20__0,20,2,0.0,31000.0,47920.0,108050.4,179555.04,186705.5,187420.55,187492.06
APPS,Computer and Technology,Internet - Software,0.55,,,,92,20__0,20,2,0.0,7180.0,10206.1,23620.0,38362.0,39836.2,39983.62,39998.36
ARQQ,Computer and Technology,Internet - Software,0.55,16000.0,6. p95_trade_value,10.0,201,25__0,25,2,0.0,10260.0,15264.0,38610.0,48188.0,50030.3,50214.53,50232.95
ASAN,Computer and Technology,Internet - Software,0.55,118881.0,1. p999999_trade_value,1.0,572,30__2,30,2,2.0,11990.4,14544.0,42664.5,110283.45,118021.25,118795.02,118872.4
AVPT,Computer and Technology,Internet - Software,0.55,260000.0,1. p999999_trade_value,1.0,58,20__3,20,2,3.0,12000.0,21179.0,203000.0,254300.0,259430.0,259943.0,259994.3
BB,Computer and Technology,Internet - Software,0.55,,,,278,25__0,25,2,0.0,10150.0,13360.95,28859.18,139106.68,143597.07,144046.11,144091.01
BEKE,Computer and Technology,Internet - Services,0.55,789842.0,1. p999999_trade_value,1.0,2347,35__1,35,2,1.0,17727.2,28776.0,101034.0,407890.0,787533.07,789611.11,789818.91
BILL,Computer and Technology,Internet - Software,0.55,,,,2171,35__1,35,2,1.0,15750.0,24962.0,82875.0,636540.0,1067729.43,1150772.94,1159077.29
BMBL,Computer and Technology,Internet - Software,0.55,290910.0,5. p99_trade_value,2.0,119,20__3,20,2,3.0,9190.0,11821.5,251441.4,444859.57,463396.36,465250.04,465435.4
BOX,Computer and Technology,Internet - Software,0.55,,,,210,25__0,25,2,0.0,12947.3,17519.4,52057.74,180315.5,210246.35,213239.44,213538.74
BRZE,Computer and Technology,Internet - Software,0.55,8240.0,8. p75_trade_value,97.0,388,25__0,25,2,0.0,16165.0,26720.0,89358.16,157789.26,167896.93,168907.69,169008.77
