security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ARRY,Oils-Energy,Solar,0.55,,,,121,20__0,20,0.0,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92
CSIQ,Oils-Energy,Solar,0.55,38960.0,1. p999999_trade_value,1.0,252,25__0,25,0.0,10180.0,13685.0,22745.0,35205.04,38584.5,38922.45,38956.25
ENPH,Oils-Energy,Solar,0.55,442000.0,3. p9999_trade_value,2.0,11412,40__0,40,0.0,14000.0,21204.4,52150.5,225895.2,432952.67,736864.06,771046.91
FSLR,Oils-Energy,Solar,0.55,,,,32765,45__3,45,3.0,17488.0,29440.0,119037.8,1008005.2,3685833.36,4400000.0,4400000.0
JKS,Oils-Energy,Solar,0.55,,,,327,25__0,25,0.0,14099.0,18879.0,47884.6,87616.95,93403.1,93981.71,94039.57
MAXN,Oils-Energy,Solar,0.55,,,,39,15__0,15,0.0,7000.0,7020.0,8812.0,9701.2,9790.12,9799.01,9799.9
NXT,Oils-Energy,Solar,0.55,,,,782,30__2,30,2.0,17290.5,27179.3,86886.5,304787.34,320152.73,321689.27,321842.93
RUN,Oils-Energy,Solar,0.55,,,,3775,35__1,35,1.0,18362.4,30180.3,150729.3,890872.67,2606739.95,3243255.99,3306907.6
SEDG,Oils-Energy,Solar,0.55,11940.0,7. p90_trade_value,166.0,1654,30__2,30,2.0,11937.3,17597.4,32740.82,298500.36,669250.8,713696.58,718141.16
SHLS,Oils-Energy,Solar,0.55,5970.0,7. p90_trade_value,3.0,28,15__0,15,0.0,5641.0,7640.5,32945.36,41069.34,41881.73,41962.97,41971.1
