security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACDC,Oils-Energy,Oil and Gas - Field Services,0.55,5000.0,8. p75_trade_value,6.0,21,15__0,15,0.0,7440.0,11025.0,11949.0,12156.9,12177.69,12179.77,12179.98
AESI,Oils-Energy,Oil and Gas - Integrated - United States,0.55,10000.0,1. p999999_trade_value,1.0,16,10__0,10,0.0,7450.0,8125.0,9625.0,9962.5,9996.25,9999.63,9999.96
AM,Oils-Energy,Oil and Gas - Integrated - United States,0.55,5145.0,8. p75_trade_value,2.0,8,10__0,10,0.0,6001.5,7000.75,7800.15,7980.02,7998.0,7999.8,7999.98
AMPY,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,42000.00000000001,1. p999999_trade_value,1.0,4,5__1,5,1.0,32097.3,37048.65,41009.73,41900.97,41990.1,41999.01,41999.9
AMRC,Oils-Energy,Alternative Energy - Other,0.55,,,,18,15__0,15,0.0,11540.5,17406.0,32461.2,35848.62,36187.36,36221.24,36224.62
AMTX,Oils-Energy,Biofuels,0.55,,,,4,5__0,5,0.0,4949.0,4974.5,4994.9,4999.49,4999.95,4999.99,5000.0
APA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,906,30__0,30,0.0,11225.0,15572.5,134850.0,684025.0,761402.5,769140.25,769914.03
AR,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,505,25__1,25,1.0,14624.0,22612.8,94334.4,178620.48,186504.05,187292.4,187371.24
ARLP,Oils-Energy,Coal,0.55,,,,18,15__0,15,0.0,6355.5,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
AROC,Oils-Energy,Oil and Gas - Field Services,0.55,5915.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0
ARRY,Oils-Energy,Solar,0.55,,,,121,20__0,20,0.0,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92
BE,Oils-Energy,Alternative Energy - Other,0.55,573560.0,1. p999999_trade_value,1.0,2408,35__0,35,0.0,13430.0,19702.0,58612.44,257097.42,518218.26,568025.83,573006.58
BEPC,Oils-Energy,Alternative Energy - Other,0.55,,,,26,15__0,15,0.0,8180.0,8850.0,13280.25,14564.33,14692.73,14705.57,14706.86
BKR,Oils-Energy,Oil and Gas - Field Services,0.55,84000.0,5. p99_trade_value,3.0,252,25__1,25,1.0,13498.5,27197.25,72576.0,140900.76,147506.08,148166.61,148232.66
BP,Oils-Energy,Oil and Gas - Integrated - International,0.55,,,,1565,30__2,30,2.0,19069.6,31885.2,169843.4,703942.34,830369.6,835436.96,835943.7
BRY,Oils-Energy,Oil and Gas - Integrated - United States,0.55,4900.0,1. p999999_trade_value,1.0,1,0__0,0,0.0,4900.0,4900.0,4900.0,4900.0,4900.0,4900.0,4900.0
BTU,Oils-Energy,Coal,0.55,495000.0,1. p999999_trade_value,1.0,585,30__0,30,0.0,17673.0,28937.6,63737.6,299068.0,475406.8,493040.68,494804.07
CAPL,Oils-Energy,Oil and Gas - Refining and Marketing - Master Limited Partnerships,0.55,30439.0,1. p999999_trade_value,1.0,1,0__1,0,1.0,30439.0,30439.0,30439.0,30439.0,30439.0,30439.0,30439.0
CEG,Oils-Energy,Alternative Energy - Other,0.55,9440.0,8. p75_trade_value,4884.0,19528,45__1,45,1.0,18700.0,29000.0,86499.16,533466.04,1301956.26,2629752.22,2853938.42
CEPU,Oils-Energy,Alternative Energy - Other,0.55,6000.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,5792.0,5896.0,5979.2,5997.92,5999.79,5999.98,6000.0
CHRD,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,65,20__0,20,0.0,7105.0,18000.0,64800.0,82080.0,83808.0,83980.8,83998.08
CIVI,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,165,20__1,20,1.0,42096.0,46000.0,128256.0,262643.27,264946.13,265176.41,265199.44
CLB,Oils-Energy,Oil and Gas - Field Services,0.55,,,,3,5__3,5,3.0,28632.0,31716.0,34183.2,34738.32,34793.83,34799.38,34799.94
CLMT,Oils-Energy,Oil and Gas - Integrated - United States,0.55,168750.0,5. p99_trade_value,8.0,740,30__0,30,0.0,17986.5,39762.5,163341.48,440000.0,440000.0,440000.0,440000.0
CNQ,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,0.55,55319.99999999999,1. p999999_trade_value,1.0,149,20__0,20,0.0,13200.0,18085.0,34031.2,52457.68,55033.77,55291.38,55317.14
CNR,Oils-Energy,Coal,0.55,,,,64,20__0,20,0.0,24262.5,65297.0,104055.0,104905.5,104990.55,104999.06,104999.91
CNX,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,250000.0,5. p99_trade_value,2.0,130,20__1,20,1.0,23826.5,92750.0,249275.0,345810.0,358581.0,359858.1,359985.81
COP,Oils-Energy,Oil and Gas - Integrated - United States,0.55,,,,2536,35__3,35,3.0,16138.5,24961.0,95566.8,341875.41,540150.08,567457.81,570188.58
CQP,Oils-Energy,Alternative Energy - Other,0.55,7000.0,1. p999999_trade_value,1.0,5,5__0,5,0.0,6200.0,6600.0,6920.0,6992.0,6999.2,6999.92,6999.99
CRC,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,58,20__0,20,0.0,11730.0,12920.0,17878.2,23387.82,23938.78,23993.88,23999.39
CRGY,Oils-Energy,Alternative Energy - Other,0.55,,,,4,5__3,5,3.0,19378.0,20854.0,22034.8,22300.48,22327.05,22329.7,22329.97
CRK,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,132,20__1,20,1.0,18054.0,24870.75,93658.38,289232.77,313323.28,315732.33,315973.23
CSIQ,Oils-Energy,Solar,0.55,38960.0,1. p999999_trade_value,1.0,253,25__1,25,1.0,10272.0,14091.0,22740.0,35190.08,38583.01,38922.3,38956.23
CTRA,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,33000.0,5. p99_trade_value,2.0,101,20__0,20,0.0,15350.0,25449.0,33000.0,104064.0,111170.4,111881.04,111952.1
CVE,Oils-Energy,Oil and Gas - Integrated - Canadian,0.55,,,,118,20__0,20,0.0,14471.5,23380.5,84908.9,95636.2,95783.62,95798.36,95799.84
CVI,Oils-Energy,Oil and Gas - Refining and Marketing,0.55,140000.0,6. p95_trade_value,4.0,64,20__1,20,1.0,34752.0,134900.0,193800.6,235407.06,239567.71,239983.77,240025.38
CVX,Oils-Energy,Oil and Gas - Integrated - International,0.55,231525.0,4. p999_trade_value,8.0,8000,40__1,40,1.0,14235.0,21912.6,54800.9,224007.53,463463.32,631346.33,648134.63
CWEN,Oils-Energy,Alternative Energy - Other,0.55,,,,34,15__0,15,0.0,12390.0,16817.25,29089.61,32589.16,32939.12,32974.11,32977.61
DINO,Oils-Energy,Oil and Gas - Refining and Marketing,0.55,,,,179,25__1,25,1.0,18276.0,27705.0,64902.0,86101.8,89610.18,89961.02,89996.1
DK,Oils-Energy,Oil and Gas - Refining and Marketing,0.55,,,,53,15__0,15,0.0,16830.0,63892.0,71480.0,71948.0,71994.8,71999.48,71999.95
DKL,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0.55,31680.0,8. p75_trade_value,2.0,6,10__0,10,0.0,32340.0,32670.0,32934.0,32993.4,32999.34,32999.93,32999.99
DTM,Oils-Energy,Oil and Gas - Integrated - United States,0.55,15730.000000000002,1. p999999_trade_value,1.0,3,5__3,5,3.0,13324.0,14527.0,15489.4,15705.94,15727.59,15729.76,15729.98
DVN,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,1886,35__0,35,0.0,13167.0,18145.5,35192.25,80530.0,100000.0,100000.0,100000.0
EC,Oils-Energy,Oil and Gas - Integrated - International,0.55,5135.0,8. p75_trade_value,2.0,7,10__0,10,0.0,5975.0,6605.0,7109.0,7222.4,7233.74,7234.87,7234.99
ENB,Oils-Energy,Oil and Gas - Production and Pipelines,0.55,9000.0,8. p75_trade_value,16.0,61,20__0,20,0.0,14040.0,19500.0,147756.0,247529.1,257506.41,258504.14,258603.91
ENPH,Oils-Energy,Solar,0.55,442000.0,3. p9999_trade_value,2.0,11501,40__1,40,1.0,13930.0,21120.0,49970.0,235650.0,432382.0,736567.83,771017.28
ENVX,Oils-Energy,Alternative Energy - Other,0.55,220000.0,1. p999999_trade_value,1.0,1492,30__0,30,0.0,12804.5,18787.8,38020.84,137097.05,207729.07,218772.91,219877.29
EOG,Oils-Energy,Oil and Gas - Exploration and Production - United States,0.55,,,,813,30__0,30,0.0,14423.4,22777.6,76407.6,122109.0,167235.9,171748.59,172199.86
EPD,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0.55,52200.0,1. p999999_trade_value,1.0,330,25__1,25,1.0,12222.9,17134.15,30687.99,48597.45,51839.75,52163.97,52196.4
