security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ADP,Computer and Technology,Internet - Software,0.55,,,,510,25__0,25,0.0,14264.1,20169.5,60088.44,155476.05,166747.61,167874.76,167987.48
ADSK,Computer and Technology,Internet - Software,0.55,,,,4163,35__0,35,0.0,13446.6,21223.5,51789.84,184574.91,344365.15,413381.52,420283.15
AEYE,Computer and Technology,Internet - Software,0.55,,,,22,15__0,15,0.0,9905.0,12037.75,15177.81,15903.38,15975.94,15983.19,15983.92
AFRM,Computer and Technology,Internet - Software,0.55,8760.0,8. p75_trade_value,5162.0,20629,45__2,45,2.0,16335.0,25800.0,66948.48,494034.0,4317756.0,4545000.0,4545000.0
AIP,Computer and Technology,Internet - Software,0.55,8640.0,8. p75_trade_value,3.0,9,10__0,10,0.0,10792.0,11376.0,11843.2,11948.32,11958.83,11959.88,11959.99
AKAM,Computer and Technology,Internet - Services,0.55,,,,1416,30__0,30,0.0,17067.5,25425.0,124251.0,884902.5,1170342.0,1202434.2,1205643.42
ALAB,Computer and Technology,Internet - Software,0.55,9000.0,8. p75_trade_value,2605.0,10318,40__2,40,2.0,17106.0,27000.0,104668.15,697633.33,1697660.0,3403977.0,3580397.7
ALIT,Computer and Technology,Internet - Software,0.55,7500.0,8. p75_trade_value,19.0,76,20__0,20,0.0,14875.0,26246.25,59375.0,118437.5,124343.75,124934.38,124993.44
ALKT,Computer and Technology,Internet - Software,0.55,,,,53,15__0,15,0.0,9990.0,15078.0,48408.0,75715.8,78446.58,78719.66,78746.97
AMZN,Computer and Technology,Internet - Software and Services,0.55,,,,318227,55__0,55,0.0,17085.0,26640.0,69090.74,293855.36,1181318.84,2541600.6,3439423.3
ANET,Computer and Technology,Internet - Software,0.55,15660.0,7. p90_trade_value,1483.0,14820,40__0,40,0.0,15660.0,23275.0,60165.99,208622.67,507122.2,868567.04,920481.7
ANGI,Computer and Technology,Internet - Content,0.55,,,,34,15__0,15,0.0,116850.0,137893.0,172317.55,179227.25,179918.23,179987.32,179994.23
APPF,Computer and Technology,Internet - Software,0.55,648750.0,1. p999999_trade_value,1.0,106,20__1,20,1.0,11250.0,18325.0,205130.0,603038.25,644178.83,648292.88,648704.29
APPN,Computer and Technology,Internet - Software,0.55,,,,65,20__0,20,0.0,31000.0,47920.0,108050.4,179555.04,186705.5,187420.55,187492.06
APPS,Computer and Technology,Internet - Software,0.55,,,,92,20__0,20,0.0,7180.0,10206.1,23620.0,38362.0,39836.2,39983.62,39998.36
ARLO,Computer and Technology,Internet - Software,0.55,,,,4,5__0,5,0.0,4489.5,4494.75,4498.95,4499.89,4499.99,4500.0,4500.0
ARQQ,Computer and Technology,Internet - Software,0.55,16000.0,6. p95_trade_value,10.0,201,25__0,25,0.0,10260.0,15264.0,38610.0,48188.0,50030.3,50214.53,50232.95
ASAN,Computer and Technology,Internet - Software,0.55,118881.0,1. p999999_trade_value,1.0,572,30__2,30,2.0,11990.4,14544.0,42664.5,110283.45,118021.25,118795.02,118872.4
ASUR,Computer and Technology,Internet - Delivery Services,0.55,,,,2,5__0,5,0.0,5238.0,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0
ATHM,Computer and Technology,Internet - Services,0.55,10000.0,8. p75_trade_value,3.0,10,10__0,10,0.0,10001.0,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0
AVPT,Computer and Technology,Internet - Software,0.55,260000.0,1. p999999_trade_value,1.0,58,20__1,20,1.0,12000.0,21179.0,203000.0,254300.0,259430.0,259943.0,259994.3
AZ,Computer and Technology,Internet - Software,0.55,,,,6,10__0,10,0.0,9750.0,10125.0,10425.0,10492.5,10499.25,10499.93,10499.99
BASE,Computer and Technology,Internet - Software,0.55,13860.000000000002,1. p999999_trade_value,1.0,46,15__0,15,0.0,8722.5,10507.5,13043.25,13778.32,13851.83,13859.18,13859.92
BB,Computer and Technology,Internet - Software,0.55,,,,278,25__0,25,0.0,10150.0,13360.95,28859.18,139106.68,143597.07,144046.11,144091.01
BEKE,Computer and Technology,Internet - Services,0.55,789842.0,1. p999999_trade_value,1.0,2347,35__2,35,2.0,17727.2,28776.0,101034.0,407890.0,787533.07,789611.11,789818.91
BIDU,Computer and Technology,Internet - Services,0.55,159000.0,4. p999_trade_value,21.0,20242,45__1,45,1.0,14759.0,22200.0,54195.43,158060.1,386240.7,733520.08,789752.01
BIGC,Computer and Technology,Internet - Software,0.55,,,,8,10__0,10,0.0,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0,49980.0
BILL,Computer and Technology,Internet - Software,0.55,,,,2171,35__2,35,2.0,15750.0,24962.0,82875.0,636540.0,1067729.43,1150772.94,1159077.29
BL,Computer and Technology,Internet - Software,0.55,152950.0,1. p999999_trade_value,1.0,22,15__0,15,0.0,11813.6,15716.5,124171.6,150072.16,152662.22,152921.22,152947.12
BLND,Computer and Technology,Internet - Software,0.55,12500.0,1. p999999_trade_value,1.0,4,5__0,5,0.0,11810.0,12155.0,12431.0,12493.1,12499.31,12499.93,12499.99
BLZE,Computer and Technology,Internet - Software,0.55,5000.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,4810.0,4905.0,4981.0,4998.1,4999.81,4999.98,5000.0
