security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAOI,Computer and Technology,Electronics - Semiconductors,0.55,278160.0,4. p999_trade_value,2.0,1819,35__3,35,3.0,18000.0,26878.5,51822.0,276409.48,365400.57,382846.56,384591.16
AAPL,Computer and Technology,Computer - Micro Computers,0.55,781200.0,3. p9999_trade_value,44.0,437502,55__0,55,0.0,16600.0,25380.0,64500.0,245129.06,776766.91,1644399.4,2375305.03
ABAT,Computer and Technology,Electronics - Miscellaneous Products,0.55,8000.0,1. p999999_trade_value,1.0,21,15__0,15,0.0,6895.0,7000.0,7800.0,7980.0,7998.0,7999.8,7999.98
ACIW,Computer and Technology,Computer - Software,0.55,5216.0,1. p999999_trade_value,1.0,2,5__0,5,0.0,5044.4,5130.2,5198.84,5214.28,5215.83,5215.98,5216.0
ACLS,Computer and Technology,Electronics - Manufacturing Machinery,0.55,249000.0,1. p999999_trade_value,1.0,329,25__1,25,1.0,19848.0,38619.0,113942.6,233964.15,247496.42,248849.64,248984.96
ACMR,Computer and Technology,Semiconductor Equipment - Material Services,0.55,,,,490,25__1,25,1.0,17838.0,23416.5,48036.96,67034.2,72403.42,72940.34,72994.03
ACN,Computer and Technology,Computers - IT Services,0.55,,,,3942,35__0,35,0.0,13982.4,19745.0,52534.32,243862.49,672118.0,679211.8,679921.18
ADBE,Computer and Technology,Computer - Software,0.55,,,,46976,45__2,45,2.0,16260.0,25725.0,71242.5,252693.98,944166.25,1652632.37,1694768.24
ADI,Computer and Technology,Semiconductor - Analog and Mixed,0.55,,,,2582,35__3,35,3.0,20294.0,34000.0,90213.75,367829.09,451861.32,460986.13,461898.61
ADP,Computer and Technology,Internet - Software,0.55,,,,509,25__1,25,1.0,14278.2,20199.0,60245.28,155500.66,166750.07,167875.01,167987.5
ADSK,Computer and Technology,Internet - Software,0.55,,,,4229,35__0,35,0.0,13456.0,21045.0,51127.04,184401.73,343149.1,413259.91,420270.99
AEHR,Computer and Technology,Electronics - Measuring Instruments,0.55,26070.000000000004,1. p999999_trade_value,1.0,176,20__0,20,0.0,10000.0,11251.25,18351.25,25357.75,25998.78,26062.88,26069.29
AEIS,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,0.55,13769.999999999998,8. p75_trade_value,34.0,136,20__1,20,1.0,19180.0,36675.0,243124.5,456358.05,484493.81,487307.38,487588.74
AEYE,Computer and Technology,Internet - Software,0.55,61800.0,1. p999999_trade_value,1.0,24,15__0,15,0.0,11501.5,15408.15,51262.32,60746.23,61694.62,61789.46,61798.95
AFRM,Computer and Technology,Internet - Software,0.55,8758.0,8. p75_trade_value,5246.0,20984,45__1,45,1.0,16250.0,25590.3,67594.96,490661.5,4274091.0,4545000.0,4545000.0
AGYS,Computer and Technology,Computer - Integrated Systems,0.55,,,,16,10__0,10,0.0,9000.0,17350.0,29230.0,31903.0,32170.3,32197.03,32199.7
AI,Computer and Technology,Computers - IT Services,0.55,,,,7874,40__2,40,2.0,18400.0,38791.2,325000.0,1244864.46,2362155.29,2453950.53,2463130.05
AIP,Computer and Technology,Internet - Software,0.55,8640.0,8. p75_trade_value,3.0,9,10__0,10,0.0,10792.0,11376.0,11843.2,11948.32,11958.83,11959.88,11959.99
AIRG,Computer and Technology,Communication - Components,0.55,,,,1,0__2,0,2.0,8680.0,8680.0,8680.0,8680.0,8680.0,8680.0,8680.0
AKAM,Computer and Technology,Internet - Services,0.55,,,,1416,30__2,30,2.0,17067.5,25425.0,124251.0,884902.5,1170342.0,1202434.2,1205643.42
ALAB,Computer and Technology,Internet - Software,0.55,9000.0,8. p75_trade_value,2597.0,10290,40__0,40,0.0,17127.5,27033.0,105061.85,699197.33,1697866.69,3404509.0,3580450.9
ALGM,Computer and Technology,Electronics - Semiconductors,0.55,,,,318,25__1,25,1.0,15399.5,22602.0,80877.6,660735.0,673573.5,674857.35,674985.74
ALIT,Computer and Technology,Internet - Software,0.55,7500.0,8. p75_trade_value,19.0,76,20__0,20,0.0,14875.0,26246.25,59375.0,118437.5,124343.75,124934.38,124993.44
ALKT,Computer and Technology,Internet - Software,0.55,,,,53,15__0,15,0.0,9990.0,15078.0,48408.0,75715.8,78446.58,78719.66,78746.97
AMAT,Computer and Technology,Electronics - Semiconductors,0.55,922350.0,3. p9999_trade_value,2.0,14927,40__1,40,1.0,16050.0,24600.0,74466.2,201954.09,704448.39,992663.66,1003766.37
AMBA,Computer and Technology,Electronics - Semiconductors,0.55,7600.0,8. p75_trade_value,140.0,558,25__1,25,1.0,12000.0,18582.95,30362.5,300977.4,482347.74,500484.77,502298.48
AMD,Computer and Technology,Computer - Integrated Systems,0.55,,,,233088,55__0,55,0.0,15000.0,23084.65,60000.0,323895.6,1159951.14,1919140.41,2573888.4
AME,Computer and Technology,Electronics - Testing Equipment,0.55,,,,92,20__0,20,0.0,20180.0,45375.0,107181.0,107918.1,107991.81,107999.18,107999.92
AMKR,Computer and Technology,Electronics - Semiconductors,0.55,,,,97,20__1,20,1.0,17910.0,39684.0,276784.0,310998.4,314419.84,314761.98,314796.2
AMSC,Computer and Technology,Electronics - Miscellaneous Components,0.55,,,,327,25__1,25,1.0,11072.0,16090.2,44706.7,134917.71,156684.47,158861.15,159078.81
AMZN,Computer and Technology,Internet - Software and Services,0.55,,,,318573,55__0,55,0.0,17080.0,26640.0,69000.0,287020.68,1181037.82,2541338.35,3439319.25
ANET,Computer and Technology,Internet - Software,0.55,15660.0,7. p90_trade_value,1488.0,14846,40__1,40,1.0,15660.0,23335.0,59608.8,208620.85,506961.0,868465.84,920471.58
ANGI,Computer and Technology,Internet - Content,0.55,,,,34,15__0,15,0.0,116850.0,137893.0,172317.55,179227.25,179918.23,179987.32,179994.23
ANSS,Computer and Technology,Computer - Software,0.55,,,,281,25__1,25,1.0,9000.0,15200.0,55000.0,198960.0,222396.0,224739.6,224973.96
AOSL,Computer and Technology,Electronics - Semiconductors,0.55,52200.0,5. p99_trade_value,2.0,143,20__0,20,0.0,14480.0,19836.8,48054.6,53281.08,53442.11,53458.21,53459.82
APH,Computer and Technology,Electronics - Connectors,0.55,330000.0,1. p999999_trade_value,1.0,916,30__0,30,0.0,19740.0,32228.0,111538.75,247650.0,321765.0,329176.5,329917.65
APPF,Computer and Technology,Internet - Software,0.55,648750.0,1. p999999_trade_value,1.0,106,20__1,20,1.0,11250.0,18325.0,205130.0,603038.25,644178.83,648292.88,648704.29
