security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AMRC,Oils-Energy,Alternative Energy - Other,0.55,,,,18,15__0,15,3,0.0,11540.5,17406.0,32461.2,35848.62,36187.36,36221.24,36224.62
BEPC,Oils-Energy,Alternative Energy - Other,0.55,,,,26,15__0,15,3,0.0,8180.0,8850.0,13280.25,14564.33,14692.73,14705.57,14706.86
CEPU,Oils-Energy,Alternative Energy - Other,0.55,6000.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,5792.0,5896.0,5979.2,5997.92,5999.79,5999.98,6000.0
CQP,Oils-Energy,Alternative Energy - Other,0.55,7000.0,1. p999999_trade_value,1.0,5,5__0,5,3,0.0,6200.0,6600.0,6920.0,6992.0,6999.2,6999.92,6999.99
CRGY,Oils-Energy,Alternative Energy - Other,0.55,,,,4,5__3,5,3,3.0,19378.0,20854.0,22034.8,22300.48,22327.05,22329.7,22329.97
CWEN,Oils-Energy,Alternative Energy - Other,0.55,,,,34,15__0,15,3,0.0,12390.0,16817.25,29089.61,32589.16,32939.12,32974.11,32977.61
GEVO,Oils-Energy,Alternative Energy - Other,0.55,,,,28,15__0,15,3,0.0,7749.0,9244.0,17300.0,19730.0,19973.0,19997.3,19999.73
LITM,Oils-Energy,Alternative Energy - Other,0.55,,,,33,15__0,15,3,0.0,7198.0,8368.0,9686.8,9833.68,9848.37,9849.84,9849.98
NPWR,Oils-Energy,Alternative Energy - Other,0.55,12480.000000000002,6. p95_trade_value,2.0,26,15__0,15,3,0.0,10897.5,12210.0,12963.75,13108.88,13123.39,13124.84,13124.98
ORA,Oils-Energy,Alternative Energy - Other,0.55,8750.0,8. p75_trade_value,7.0,28,15__0,15,3,0.0,11214.0,13095.0,15105.8,15460.58,15496.06,15499.61,15499.96
RNW,Oils-Energy,Alternative Energy - Other,0.55,,,,2,5__3,5,3,3.0,22396.0,23448.0,24289.6,24478.96,24497.9,24499.79,24499.98
SLI,Oils-Energy,Alternative Energy - Other,0.55,3900.0,1. p999999_trade_value,1.0,1,0__2,0,3,2.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0,3900.0
TRP,Oils-Energy,Alternative Energy - Other,0.55,12299.999999999998,8. p75_trade_value,5.0,18,15__0,15,3,0.0,26405.4,38031.4,49425.48,51989.15,52245.51,52271.15,52273.72
TXNM,Oils-Energy,Alternative Energy - Other,0.55,62500.0,1. p999999_trade_value,2.0,6,10__0,10,3,0.0,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0,62500.0
UROY,Oils-Energy,Alternative Energy - Other,0.55,4360.0,8. p75_trade_value,4.0,13,10__0,10,3,0.0,7000.0,7464.0,8020.8,8146.08,8158.61,8159.86,8159.99
WDS,Oils-Energy,Alternative Energy - Other,0.55,3750.0,1. p999999_trade_value,1.0,2,5__0,5,3,0.0,3733.0,3741.5,3748.3,3749.83,3749.98,3750.0,3750.0
