security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAON,Construction,Building Products - Air Conditioner and Heating,0.55,,,,59,20__0,20,0.0,35697.6,49727.5,61050.0,62355.0,62485.5,62498.55,62499.85
ACA,Construction,Building Products - Miscellaneous,0.55,30000.0,8. p75_trade_value,3.0,11,10__0,10,0.0,46575.0,60637.5,71887.5,74418.75,74671.88,74697.19,74699.72
ACM,Construction,Engineering - R and D Services,0.55,,,,37,15__0,15,0.0,8729.0,9721.0,24837.0,32183.7,32918.37,32991.84,32999.18
AGX,Construction,Building Products - Miscellaneous,0.55,220000.0,1. p999999_trade_value,1.0,460,25__0,25,0.0,13862.8,22503.0,42410.0,159641.5,213964.15,219396.41,219939.64
AMTM,Construction,Engineering - R and D Services,0.55,390000.0,1. p999999_trade_value,1.0,451,25__0,25,0.0,23400.0,51375.0,129000.0,312408.75,382240.87,389224.09,389922.41
ASPN,Construction,Building Products - Miscellaneous,0.55,,,,268,25__0,25,0.0,10000.0,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92
AWI,Construction,Building Products - Miscellaneous,0.55,6250.0,8. p75_trade_value,5.0,18,15__0,15,0.0,15402.0,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91
AZEK,Construction,Building Products - Air Conditioner and Heating,0.55,130000.0,1. p999999_trade_value,1.0,66,20__0,20,0.0,21424.0,53125.0,110500.0,128050.0,129805.0,129980.5,129998.05
BCC,Construction,Building Products - Wood,0.55,4500.0,8. p75_trade_value,2.0,7,10__0,10,0.0,4740.0,4920.0,5064.0,5096.4,5099.64,5099.96,5100.0
BLD,Construction,Building Products - Miscellaneous,0.55,,,,148,20__0,20,0.0,13763.4,20200.0,38286.0,58771.8,61497.18,61769.72,61796.97
BZH,Construction,Building Products - Home Builders,0.55,,,,48,15__0,15,0.0,14164.5,19535.25,32474.4,33523.44,33628.34,33638.83,33639.88
CARR,Construction,Building Products - Air Conditioner and Heating,0.55,364320.0,1. p999999_trade_value,1.0,402,25__2,25,2.0,20991.0,44219.0,258615.75,335736.72,361461.67,364034.17,364291.42
CCS,Construction,Building Products - Home Builders,0.55,60000.0,1. p999999_trade_value,1.0,25,15__0,15,0.0,8520.0,21720.0,51600.0,59160.0,59916.0,59991.6,59999.16
CHX,Construction,Engineering - R and D Services,0.55,3375.0,1. p999999_trade_value,1.0,1,0__2,0,2.0,3375.0,3375.0,3375.0,3375.0,3375.0,3375.0,3375.0
CRH,Construction,Building Products - Miscellaneous,0.55,1000000.0,4. p999_trade_value,2.0,1914,35__2,35,2.0,18068.1,45203.0,180326.25,817400.0,1202175.0,1245217.5,1249521.75
