security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
ACHR,Aerospace,Aerospace - Defense,0.55,7261.0,8. p75_trade_value,1222.0,4888,35__0,35,2,0.0,11700.0,16549.5,34716.48,86737.91,120027.83,137692.28,139458.73
AVAV,Aerospace,Aerospace - Defense Equipment,0.55,115500.0,1. p999999_trade_value,1.0,758,30__2,30,2,2.0,12288.0,17983.0,52150.0,109822.5,114932.25,115443.23,115494.32
AXON,Aerospace,Aerospace - Defense Equipment,0.55,217500.0,4. p999_trade_value,6.0,5505,35__0,35,2,0.0,21057.6,33984.0,84790.08,208680.0,398941.28,406644.13,407414.41
BWXT,Aerospace,Aerospace - Defense Equipment,0.55,995219.9999999999,1. p999999_trade_value,1.0,506,25__0,25,2,0.0,14265.0,25402.5,143548.0,704355.15,966133.52,992311.35,994929.14
CW,Aerospace,Aerospace - Defense Equipment,0.55,8910.0,8. p75_trade_value,41.0,157,20__0,20,2,0.0,16200.0,23205.0,32781.4,39097.5,39711.75,39773.18,39779.32
EH,Aerospace,Aerospace - Defense Equipment,0.55,92540.0,4. p999_trade_value,2.0,1370,30__2,30,2,2.0,16766.2,24546.0,42841.0,79235.71,169891.02,180933.1,182037.31
ERJ,Aerospace,Aerospace - Defense,0.55,,,,175,20__0,20,2,0.0,19950.0,26736.5,98648.6,168547.07,176101.61,176857.06,176932.61
ESLT,Aerospace,Aerospace - Defense Equipment,0.55,8192.0,8. p75_trade_value,21.0,83,20__0,20,2,0.0,13160.0,15840.0,24905.0,45015.5,47026.55,47227.66,47247.77
FTAI,Aerospace,Aerospace - Defense Equipment,0.55,,,,4231,35__0,35,2,0.0,15000.0,22735.0,73135.0,403338.6,1170564.8,1377056.48,1397705.65
GD,Aerospace,Aerospace - Defense,0.55,172040.0,1. p999999_trade_value,1.0,741,30__2,30,2,2.0,12950.0,23460.0,55030.0,167807.2,171616.72,171997.67,172035.77
GE,Aerospace,Aerospace - Defense,0.55,820000.0,4. p999_trade_value,11.0,10986,40__1,40,2,1.0,17264.0,25787.5,117000.0,717658.5,2042459.82,2515583.36,2563406.34
HEI,Aerospace,Aerospace - Defense Equipment,0.55,,,,153,20__0,20,2,0.0,14053.6,30900.0,79135.0,124388.52,131688.85,132418.89,132491.89
HII,Aerospace,Aerospace - Defense,0.55,8100.0,8. p75_trade_value,35.0,137,20__0,20,2,0.0,12520.0,20400.0,36480.0,42456.0,42945.6,42994.56,42999.46
HWM,Aerospace,Aerospace - Defense,0.55,9240.0,8. p75_trade_value,251.0,1002,30__0,30,2,0.0,19190.4,28356.0,183397.5,400434.1,922466.3,974720.93,979946.39
KTOS,Aerospace,Aerospace - Defense Equipment,0.55,,,,360,25__0,25,2,0.0,15000.0,18432.85,32469.24,107116.47,132211.65,134721.16,134972.12
LHX,Aerospace,Aerospace - Defense,0.55,,,,292,25__2,25,2,2.0,16173.2,25861.0,197129.82,742382.65,885291.26,899582.13,901011.21
LMT,Aerospace,Aerospace - Defense,0.55,7500.0,8. p75_trade_value,1912.0,7543,40__3,40,2,3.0,13100.0,20159.0,47511.6,188796.84,768231.15,1880113.51,1991301.75
LUNR,Aerospace,Aerospace - Defense,0.55,,,,7160,40__3,40,2,3.0,14000.0,20160.25,44624.12,150758.28,359925.8,575992.58,597599.26
NOC,Aerospace,Aerospace - Defense,0.55,231040.0,1. p999999_trade_value,1.0,1150,30__2,30,2,2.0,12600.0,18830.25,74923.3,188602.0,226163.87,230552.39,230991.24
RDW,Aerospace,Aerospace - Defense,0.55,63000.0,1. p999999_trade_value,1.0,190,25__0,25,2,0.0,15752.4,26965.75,52071.5,61043.85,62804.38,62980.44,62998.04
RKLB,Aerospace,Aerospace - Defense Equipment,0.55,952419.9999999999,1. p999999_trade_value,1.0,11125,40__3,40,2,3.0,13800.0,20411.2,42000.0,143168.06,215349.42,870574.06,944235.41
RTX,Aerospace,Aerospace - Defense,0.55,,,,2544,35__0,35,2,0.0,13693.3,20450.15,47943.46,112151.3,296985.75,303572.18,304230.82
SPCE,Aerospace,Aerospace - Defense,0.55,,,,368,25__0,25,2,0.0,13000.0,19154.0,29244.96,40225.6,41746.96,41899.1,41914.31
SPIR,Aerospace,Aerospace - Defense,0.55,9600.0,8. p75_trade_value,21.0,82,20__0,20,2,0.0,14490.0,20256.75,23266.11,23316.41,23321.44,23321.94,23321.99
TDG,Aerospace,Aerospace - Defense Equipment,0.55,,,,1527,30__2,30,2,2.0,19092.8,24705.9,57180.2,223981.04,245000.0,245000.0,245000.0
WWD,Aerospace,Aerospace - Defense Equipment,0.55,14800.0,8. p75_trade_value,56.0,223,25__0,25,2,0.0,29344.0,38988.0,62205.0,140020.0,158002.0,159800.2,159980.02
