security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AAON,Construction,Building Products - Air Conditioner and Heating,0.55,,,,59,20__0,20,0.0,35697.6,49727.5,61050.0,62355.0,62485.5,62498.55,62499.85
ACA,Construction,Building Products - Miscellaneous,0.55,30000.0,8. p75_trade_value,3.0,11,10__0,10,0.0,46575.0,60637.5,71887.5,74418.75,74671.88,74697.19,74699.72
AGX,Construction,Building Products - Miscellaneous,0.55,220000.0,1. p999999_trade_value,1.0,459,25__1,25,1.0,13865.6,22506.0,42420.0,159773.0,213977.3,219397.73,219939.77
ASPN,Construction,Building Products - Miscellaneous,0.55,,,,268,25__1,25,1.0,10000.0,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92
AWI,Construction,Building Products - Miscellaneous,0.55,6250.0,8. p75_trade_value,5.0,18,15__0,15,0.0,15402.0,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91
AZEK,Construction,Building Products - Air Conditioner and Heating,0.55,130000.0,1. p999999_trade_value,1.0,66,20__0,20,0.0,21424.0,53125.0,110500.0,128050.0,129805.0,129980.5,129998.05
BCC,Construction,Building Products - Wood,0.55,4500.0,8. p75_trade_value,2.0,7,10__0,10,0.0,4740.0,4920.0,5064.0,5096.4,5099.64,5099.96,5100.0
BLD,Construction,Building Products - Miscellaneous,0.55,,,,148,20__0,20,0.0,13763.4,20200.0,38286.0,58771.8,61497.18,61769.72,61796.97
BZH,Construction,Building Products - Home Builders,0.55,,,,48,15__0,15,0.0,14164.5,19535.25,32474.4,33523.44,33628.34,33638.83,33639.88
CARR,Construction,Building Products - Air Conditioner and Heating,0.55,364320.0,1. p999999_trade_value,1.0,416,25__0,25,0.0,21000.0,45671.25,254286.25,334738.8,361361.88,364024.19,364290.42
CCS,Construction,Building Products - Home Builders,0.55,60000.0,1. p999999_trade_value,1.0,25,15__0,15,0.0,8520.0,21720.0,51600.0,59160.0,59916.0,59991.6,59999.16
CRH,Construction,Building Products - Miscellaneous,0.55,1000000.0,4. p999_trade_value,2.0,1927,35__1,35,1.0,18046.2,45406.0,180277.5,814800.0,1201850.0,1245185.0,1249518.5
CVCO,Construction,Building Products - Mobile Homes and RV Builders,0.55,,,,51,15__0,15,0.0,12980.0,20820.0,123900.0,187530.0,193893.0,194529.3,194592.93
CX,Construction,Building Products - Concrete and Aggregates,0.55,8151.000000000001,8. p75_trade_value,6.0,23,15__0,15,0.0,16877.2,17960.0,62460.0,73746.0,74874.6,74987.46,74998.75
DFH,Construction,Building Products - Home Builders,0.55,,,,15,10__0,10,0.0,14570.0,20715.0,24943.0,25894.3,25989.43,25998.94,25999.89
